-8.12892e-11	2.16909e+06	0
-nan	-nan	12790
-nan	-nan	12800
-nan	-nan	12810
-nan	-nan	12820
-nan	-nan	12830
-nan	-nan	12840
-nan	-nan	12850
-nan	-nan	12860
-nan	-nan	12870
-nan	-nan	12880
-nan	-nan	12890
-nan	-nan	12900
-nan	-nan	12910
-nan	-nan	12920
-nan	-nan	12930
-nan	-nan	12940
-nan	-nan	12950
-nan	-nan	12960
-nan	-nan	12970
-nan	-nan	12980
-nan	-nan	12990
-nan	-nan	13000
-nan	-nan	13010
-nan	-nan	13020
-nan	-nan	13030
-nan	-nan	13040
-nan	-nan	13050
-nan	-nan	13060
-nan	-nan	13070
-nan	-nan	13080
-nan	-nan	13090
-nan	-nan	13100
-nan	-nan	13110
-nan	-nan	13120
-nan	-nan	13130
-nan	-nan	13140
-nan	-nan	13150
-nan	-nan	13160
-nan	-nan	13170
-nan	-nan	13180
-nan	-nan	13190
-nan	-nan	13200
-nan	-nan	13210
-nan	-nan	13220
-nan	-nan	13230
-nan	-nan	13240
-nan	-nan	13250
-nan	-nan	13260
-nan	-nan	13270
-nan	-nan	13280
-nan	-nan	13290
-nan	-nan	13300
-nan	-nan	13310
-nan	-nan	13320
-nan	-nan	13330
-nan	-nan	13340
-nan	-nan	13350
-nan	-nan	13360
-nan	-nan	13370
-nan	-nan	13380
-nan	-nan	13390
-nan	-nan	13400
-nan	-nan	13410
-nan	-nan	13420
-nan	-nan	13430
-nan	-nan	13440
-nan	-nan	13450
-nan	-nan	13460
-nan	-nan	13470
-nan	-nan	13480
-nan	-nan	13490
-nan	-nan	13500
-nan	-nan	13510
-nan	-nan	13520
-nan	-nan	13530
-nan	-nan	13540
-nan	-nan	13550
-nan	-nan	13560
-nan	-nan	13570
-nan	-nan	13580
-nan	-nan	13590
-nan	-nan	13600
-nan	-nan	13610
-nan	-nan	13620
-nan	-nan	13630
-nan	-nan	13640
-nan	-nan	13650
-nan	-nan	13660
-nan	-nan	13670
-nan	-nan	13680
-nan	-nan	13690
-nan	-nan	13700
-nan	-nan	13710
-nan	-nan	13720
-nan	-nan	13730
-nan	-nan	13740
-nan	-nan	13750
-nan	-nan	13760
-nan	-nan	13770
-nan	-nan	13780
-nan	-nan	13790
-nan	-nan	13800
-nan	-nan	13810
-nan	-nan	13820
-nan	-nan	13830
-nan	-nan	13840
-nan	-nan	13850
-nan	-nan	13860
-nan	-nan	13870
-nan	-nan	13880
-nan	-nan	13890
-nan	-nan	13900
-nan	-nan	13910
-nan	-nan	13920
-nan	-nan	13930
-nan	-nan	13940
-nan	-nan	13950
-nan	-nan	13960
-nan	-nan	13970
-nan	-nan	13980
-nan	-nan	13990
-nan	-nan	14000
-nan	-nan	14010
-nan	-nan	14020
-nan	-nan	14030
-nan	-nan	14040
-nan	-nan	14050
-nan	-nan	14060
-nan	-nan	14070
-nan	-nan	14080
-nan	-nan	14090
-nan	-nan	14100
-nan	-nan	14110
-nan	-nan	14120
-nan	-nan	14130
-nan	-nan	14140
-nan	-nan	14150
-nan	-nan	14160
-nan	-nan	14170
-nan	-nan	14180
-nan	-nan	14190
-nan	-nan	14200
-nan	-nan	14210
-nan	-nan	14220
-nan	-nan	14230
-nan	-nan	14240
-nan	-nan	14250
-nan	-nan	14260
-nan	-nan	14270
-nan	-nan	14280
-nan	-nan	14290
-nan	-nan	14300
-nan	-nan	14310
-nan	-nan	14320
-nan	-nan	14330
-nan	-nan	14340
-nan	-nan	14350
-nan	-nan	14360
-nan	-nan	14370
-nan	-nan	14380
-nan	-nan	14390
-nan	-nan	14400
-nan	-nan	14410
-nan	-nan	14420
-nan	-nan	14430
-nan	-nan	14440
-nan	-nan	14450
-nan	-nan	14460
-nan	-nan	14470
-nan	-nan	14480
-nan	-nan	14490
-nan	-nan	14500
-nan	-nan	14510
-nan	-nan	14520
-nan	-nan	14530
-nan	-nan	14540
-nan	-nan	14550
-nan	-nan	14560
-nan	-nan	14570
-nan	-nan	14580
-nan	-nan	14590
-nan	-nan	14600
-nan	-nan	14610
-nan	-nan	14620
-nan	-nan	14630
-nan	-nan	14640
-nan	-nan	14650
-nan	-nan	14660
-nan	-nan	14670
-nan	-nan	14680
-nan	-nan	14690
-nan	-nan	14700
-nan	-nan	14710
-nan	-nan	14720
-nan	-nan	14730
-nan	-nan	14740
-nan	-nan	14750
-nan	-nan	14760
-nan	-nan	14770
-nan	-nan	14780
-nan	-nan	14790
-nan	-nan	14800
-nan	-nan	14810
-nan	-nan	14820
-nan	-nan	14830
-nan	-nan	14840
-nan	-nan	14850
-nan	-nan	14860
-nan	-nan	14870
-nan	-nan	14880
-nan	-nan	14890
-nan	-nan	14900
-nan	-nan	14910
-nan	-nan	14920
-nan	-nan	14930
-nan	-nan	14940
-nan	-nan	14950
-nan	-nan	14960
-nan	-nan	14970
-nan	-nan	14980
-nan	-nan	14990
-nan	-nan	15000
-nan	-nan	15010
-nan	-nan	15020
-nan	-nan	15030
-nan	-nan	15040
-nan	-nan	15050
-nan	-nan	15060
-nan	-nan	15070
-nan	-nan	15080
-nan	-nan	15090
-nan	-nan	15100
-nan	-nan	15110
-nan	-nan	15120
-nan	-nan	15130
-nan	-nan	15140
-nan	-nan	15150
-nan	-nan	15160
-nan	-nan	15170
-nan	-nan	15180
-nan	-nan	15190
-nan	-nan	15200
-nan	-nan	15210
-nan	-nan	15220
-nan	-nan	15230
-nan	-nan	15240
-nan	-nan	15250
-nan	-nan	15260
-nan	-nan	15270
-nan	-nan	15280
-nan	-nan	15290
-nan	-nan	15300
-nan	-nan	15310
-nan	-nan	15320
-nan	-nan	15330
-nan	-nan	15340
-nan	-nan	15350
-nan	-nan	15360
-nan	-nan	15370
-nan	-nan	15380
-nan	-nan	15390
-nan	-nan	15400
-nan	-nan	15410
-nan	-nan	15420
-nan	-nan	15430
-nan	-nan	15440
-nan	-nan	15450
-nan	-nan	15460
-nan	-nan	15470
-nan	-nan	15480
-nan	-nan	15490
-nan	-nan	15500
-nan	-nan	15510
-nan	-nan	15520
-nan	-nan	15530
-nan	-nan	15540
-nan	-nan	15550
-nan	-nan	15560
-nan	-nan	15570
-nan	-nan	15580
-nan	-nan	15590
-nan	-nan	15600
-nan	-nan	15610
-nan	-nan	15620
-nan	-nan	15630
-nan	-nan	15640
-nan	-nan	15650
-nan	-nan	15660
-nan	-nan	15670
-nan	-nan	15680
-nan	-nan	15690
-nan	-nan	15700
-nan	-nan	15710
-nan	-nan	15720
-nan	-nan	15730
-nan	-nan	15740
-nan	-nan	15750
-nan	-nan	15760
-nan	-nan	15770
-nan	-nan	15780
-nan	-nan	15790
-nan	-nan	15800
-nan	-nan	15810
-nan	-nan	15820
-nan	-nan	15830
-nan	-nan	15840
-nan	-nan	15850
-nan	-nan	15860
-nan	-nan	15870
-nan	-nan	15880
-nan	-nan	15890
-nan	-nan	15900
-nan	-nan	15910
-nan	-nan	15920
-nan	-nan	15930
-nan	-nan	15940
-nan	-nan	15950
-nan	-nan	15960
-nan	-nan	15970
-nan	-nan	15980
-nan	-nan	15990
-nan	-nan	16000
-nan	-nan	16010
-nan	-nan	16020
-nan	-nan	16030
-nan	-nan	16040
-nan	-nan	16050
-nan	-nan	16060
-nan	-nan	16070
-nan	-nan	16080
-nan	-nan	16090
-nan	-nan	16100
-nan	-nan	16110
-nan	-nan	16120
-nan	-nan	16130
-nan	-nan	16140
-nan	-nan	16150
-nan	-nan	16160
-nan	-nan	16170
-nan	-nan	16180
-nan	-nan	16190
-nan	-nan	16200
-nan	-nan	16210
-nan	-nan	16220
-nan	-nan	16230
-nan	-nan	16240
-nan	-nan	16250
-nan	-nan	16260
-nan	-nan	16270
-nan	-nan	16280
-nan	-nan	16290
-nan	-nan	16300
-nan	-nan	16310
-nan	-nan	16320
-nan	-nan	16330
-nan	-nan	16340
-nan	-nan	16350
-nan	-nan	16360
-nan	-nan	16370
-nan	-nan	16380
-nan	-nan	16390
-nan	-nan	16400
-nan	-nan	16410
-nan	-nan	16420
-nan	-nan	16430
-nan	-nan	16440
-nan	-nan	16450
-nan	-nan	16460
-nan	-nan	16470
-nan	-nan	16480
-nan	-nan	16490
-nan	-nan	16500
-nan	-nan	16510
-nan	-nan	16520
-nan	-nan	16530
-nan	-nan	16540
-nan	-nan	16550
-nan	-nan	16560
-nan	-nan	16570
-nan	-nan	16580
-nan	-nan	16590
-nan	-nan	16600
-nan	-nan	16610
-nan	-nan	16620
-nan	-nan	16630
-nan	-nan	16640
-nan	-nan	16650
-nan	-nan	16660
-nan	-nan	16670
-nan	-nan	16680
-nan	-nan	16690
-nan	-nan	16700
-nan	-nan	16710
-nan	-nan	16720
-nan	-nan	16730
-nan	-nan	16740
-nan	-nan	16750
-nan	-nan	16760
-nan	-nan	16770
-nan	-nan	16780
-nan	-nan	16790
-nan	-nan	16800
-nan	-nan	16810
-nan	-nan	16820
-nan	-nan	16830
-nan	-nan	16840
-nan	-nan	16850
-nan	-nan	16860
-nan	-nan	16870
-nan	-nan	16880
-nan	-nan	16890
-nan	-nan	16900
-nan	-nan	16910
-nan	-nan	16920
-nan	-nan	16930
-nan	-nan	16940
-nan	-nan	16950
-nan	-nan	16960
-nan	-nan	16970
-nan	-nan	16980
-nan	-nan	16990
-nan	-nan	17000
-nan	-nan	17010
-nan	-nan	17020
-nan	-nan	17030
-nan	-nan	17040
-nan	-nan	17050
-nan	-nan	17060
-nan	-nan	17070
-nan	-nan	17080
-nan	-nan	17090
-nan	-nan	17100
-nan	-nan	17110
-nan	-nan	17120
-nan	-nan	17130
-nan	-nan	17140
-nan	-nan	17150
-nan	-nan	17160
-nan	-nan	17170
-nan	-nan	17180
-nan	-nan	17190
-nan	-nan	17200
-nan	-nan	17210
-nan	-nan	17220
-nan	-nan	17230
-nan	-nan	17240
-nan	-nan	17250
-nan	-nan	17260
-nan	-nan	17270
-nan	-nan	17280
-nan	-nan	17290
-nan	-nan	17300
-nan	-nan	17310
-nan	-nan	17320
-nan	-nan	17330
-nan	-nan	17340
-nan	-nan	17350
-nan	-nan	17360
-nan	-nan	17370
-nan	-nan	17380
-nan	-nan	17390
-nan	-nan	17400
-nan	-nan	17410
-nan	-nan	17420
-nan	-nan	17430
-nan	-nan	17440
-nan	-nan	17450
-nan	-nan	17460
-nan	-nan	17470
-nan	-nan	17480
-nan	-nan	17490
-nan	-nan	17500
-nan	-nan	17510
-nan	-nan	17520
-nan	-nan	17530
-nan	-nan	17540
-nan	-nan	17550
-nan	-nan	17560
-nan	-nan	17570
-nan	-nan	17580
-nan	-nan	17590
-nan	-nan	17600
-nan	-nan	17610
-nan	-nan	17620
-nan	-nan	17630
-nan	-nan	17640
-nan	-nan	17650
-nan	-nan	17660
-nan	-nan	17670
-nan	-nan	17680
-nan	-nan	17690
-nan	-nan	17700
-nan	-nan	17710
-nan	-nan	17720
-nan	-nan	17730
-nan	-nan	17740
-nan	-nan	17750
-nan	-nan	17760
-nan	-nan	17770
-nan	-nan	17780
-nan	-nan	17790
-nan	-nan	17800
-nan	-nan	17810
-nan	-nan	17820
-nan	-nan	17830
-nan	-nan	17840
-nan	-nan	17850
-nan	-nan	17860
-nan	-nan	17870
-nan	-nan	17880
-nan	-nan	17890
-nan	-nan	17900
-nan	-nan	17910
-nan	-nan	17920
-nan	-nan	17930
-nan	-nan	17940
-nan	-nan	17950
-nan	-nan	17960
-nan	-nan	17970
-nan	-nan	17980
-nan	-nan	17990
-nan	-nan	18000
-nan	-nan	18010
-nan	-nan	18020
-nan	-nan	18030
-nan	-nan	18040
-nan	-nan	18050
-nan	-nan	18060
-nan	-nan	18070
-nan	-nan	18080
-nan	-nan	18090
-nan	-nan	18100
-nan	-nan	18110
-nan	-nan	18120
-nan	-nan	18130
-nan	-nan	18140
-nan	-nan	18150
-nan	-nan	18160
-nan	-nan	18170
-nan	-nan	18180
-nan	-nan	18190
-nan	-nan	18200
-nan	-nan	18210
-nan	-nan	18220
-nan	-nan	18230
-nan	-nan	18240
-nan	-nan	18250
-nan	-nan	18260
-nan	-nan	18270
-nan	-nan	18280
-nan	-nan	18290
-nan	-nan	18300
-nan	-nan	18310
-nan	-nan	18320
-nan	-nan	18330
-nan	-nan	18340
-nan	-nan	18350
-nan	-nan	18360
-nan	-nan	18370
-nan	-nan	18380
-nan	-nan	18390
-nan	-nan	18400
-nan	-nan	18410
-nan	-nan	18420
-nan	-nan	18430
-nan	-nan	18440
-nan	-nan	18450
-nan	-nan	18460
-nan	-nan	18470
-nan	-nan	18480
-nan	-nan	18490
-nan	-nan	18500
-nan	-nan	18510
-nan	-nan	18520
-nan	-nan	18530
-nan	-nan	18540
-nan	-nan	18550
-nan	-nan	18560
-nan	-nan	18570
-nan	-nan	18580
-nan	-nan	18590
-nan	-nan	18600
-nan	-nan	18610
-nan	-nan	18620
-nan	-nan	18630
-nan	-nan	18640
-nan	-nan	18650
-nan	-nan	18660
-nan	-nan	18670
-nan	-nan	18680
-nan	-nan	18690
-nan	-nan	18700
-nan	-nan	18710
-nan	-nan	18720
-nan	-nan	18730
-nan	-nan	18740
-nan	-nan	18750
-nan	-nan	18760
-nan	-nan	18770
-nan	-nan	18780
-nan	-nan	18790
-nan	-nan	18800
-nan	-nan	18810
-nan	-nan	18820
-nan	-nan	18830
-nan	-nan	18840
-nan	-nan	18850
-nan	-nan	18860
-nan	-nan	18870
-nan	-nan	18880
-nan	-nan	18890
-nan	-nan	18900
-nan	-nan	18910
-nan	-nan	18920
-nan	-nan	18930
-nan	-nan	18940
-nan	-nan	18950
-nan	-nan	18960
-nan	-nan	18970
-nan	-nan	18980
-nan	-nan	18990
-nan	-nan	19000
-nan	-nan	19010
-nan	-nan	19020
-nan	-nan	19030
-nan	-nan	19040
-nan	-nan	19050
-nan	-nan	19060
-nan	-nan	19070
-nan	-nan	19080
-nan	-nan	19090
-nan	-nan	19100
-nan	-nan	19110
-nan	-nan	19120
-nan	-nan	19130
-nan	-nan	19140
-nan	-nan	19150
-nan	-nan	19160
-nan	-nan	19170
-nan	-nan	19180
-nan	-nan	19190
-nan	-nan	19200
-nan	-nan	19210
-nan	-nan	19220
-nan	-nan	19230
-nan	-nan	19240
-nan	-nan	19250
-nan	-nan	19260
-nan	-nan	19270
-nan	-nan	19280
-nan	-nan	19290
-nan	-nan	19300
-nan	-nan	19310
-nan	-nan	19320
-nan	-nan	19330
-nan	-nan	19340
-nan	-nan	19350
-nan	-nan	19360
-nan	-nan	19370
-nan	-nan	19380
-nan	-nan	19390
-nan	-nan	19400
-nan	-nan	19410
-nan	-nan	19420
-nan	-nan	19430
-nan	-nan	19440
-nan	-nan	19450
-nan	-nan	19460
-nan	-nan	19470
-nan	-nan	19480
-nan	-nan	19490
-nan	-nan	19500
-nan	-nan	19510
-nan	-nan	19520
-nan	-nan	19530
-nan	-nan	19540
-nan	-nan	19550
-nan	-nan	19560
-nan	-nan	19570
-nan	-nan	19580
-nan	-nan	19590
-nan	-nan	19600
-nan	-nan	19610
-nan	-nan	19620
-nan	-nan	19630
-nan	-nan	19640
-nan	-nan	19650
-nan	-nan	19660
-nan	-nan	19670
-nan	-nan	19680
-nan	-nan	19690
-nan	-nan	19700
-nan	-nan	19710
-nan	-nan	19720
-nan	-nan	19730
-nan	-nan	19740
-nan	-nan	19750
-nan	-nan	19760
-nan	-nan	19770
-nan	-nan	19780
-nan	-nan	19790
-nan	-nan	19800
-nan	-nan	19810
-nan	-nan	19820
-nan	-nan	19830
-nan	-nan	19840
-nan	-nan	19850
-nan	-nan	19860
-nan	-nan	19870
-nan	-nan	19880
-nan	-nan	19890
-nan	-nan	19900
-nan	-nan	19910
-nan	-nan	19920
-nan	-nan	19930
-nan	-nan	19940
-nan	-nan	19950
-nan	-nan	19960
-nan	-nan	19970
-nan	-nan	19980
-nan	-nan	19990
-nan	-nan	20000
